*PS118_3-1
*Lat -63.420
*Lon -56.615
*Cast 3 21 Feb 2019 22:14:27 4800 4.14 normal end
*ConfigurationData:
*DeviceType=90745 UCTD
*Version=CTD
*SerialNumber=70200240
*Settings:
*ReplyFormat=plain text
*BlueToothBaudRate=9600
*CalibrationCoefficients:
*Temperature:
*CalDate=22-Jun-18
*Coefficients:
*A0=8.159933e-04
*A1=2.842136e-04
*A2=-2.477711e-06
*A3=2.057825e-07
*Conductivity:
*CalDate=22-Jun-18
*Coefficients:
*G=-9.785558e-01
*H=1.515467e-01
*I=-3.345472e-04
*J=5.199529e-05
*PCOR=-9.570000e-08
*TCOR=3.250000e-06
*SLOPE=1.000000e+00
*Pressure:
*CalDate=21-Jun-18
*SerialNumber=4632589
*Coefficients:
*A0=7.164904e-01
*A1=8.943803e-03
*A2=4.003241e-11
*PTEMP A0=-9.068422e+01
*PTEMP A1=3.690209e-02
*PTEMP A2=1.012678e-06
*TC A0=5.255498e+05
*TC A1=-6.376865e+00
*TC A2=4.055661e-01
*TC B0=1.031837e+02
*TC B1=-3.724696e-03
*TC B2=0.000000e+00
*RANGE=2.900000e+03
*OFFSET=0.000000e+00
*sampling rate: 16 Hz
*scan# C[S/m]  T[degC]  P[dbar]
1557  2.80792 -0.858  392.125
1558  2.80792 -0.858  392.375
1559  2.80771 -0.858  392.656
1560  2.80750 -0.858  392.937
1561  2.80771 -0.860  393.156
1562  2.80750 -0.861  393.375
1563  2.80750 -0.861  393.594
1564  2.80750 -0.861  393.906
1565  2.80750 -0.862  394.187
1566  2.80750 -0.862  394.344
1567  2.80771 -0.862  394.594
1568  2.80771 -0.861  394.906
1569  2.80771 -0.861  395.187
1570  2.80750 -0.862  395.406
1571  2.80750 -0.863  395.562
1572  2.80750 -0.863  395.844
1573  2.80750 -0.864  396.156
1574  2.80771 -0.864  396.375
1575  2.80750 -0.864  396.594
1576  2.80771 -0.863  396.812
1577  2.80771 -0.863  397.125
1578  2.80771 -0.863  397.344
1579  2.80771 -0.863  397.562
1580  2.80771 -0.862  397.781
1581  2.80771 -0.861  398.094
1582  2.80792 -0.862  398.344
1583  2.80792 -0.862  398.562
1584  2.80792 -0.862  398.750
1585  2.80792 -0.861  399.031
1586  2.80813 -0.861  399.281
1587  2.80833 -0.860  399.500
1588  2.80833 -0.858  399.687
1589  2.80833 -0.857  400.000
1590  2.80833 -0.857  400.250
1591  2.80833 -0.857  400.406
1592  2.80833 -0.856  400.656
1593  2.80833 -0.857  400.937
1594  2.80833 -0.857  401.156
1595  2.80833 -0.857  401.344
1596  2.80854 -0.857  401.562
1597  2.80854 -0.856  401.906
1598  2.80854 -0.856  402.094
1599  2.80854 -0.856  402.281
1600  2.80854 -0.856  402.562
1601  2.80854 -0.856  402.812
1602  2.80854 -0.856  403.000
1603  2.80854 -0.856  403.187
1604  2.80833 -0.856  403.500
1605  2.80833 -0.856  403.750
1606  2.80854 -0.857  403.906
1607  2.80854 -0.857  404.125
1608  2.80854 -0.857  404.406
1609  2.80854 -0.857  404.625
1610  2.80833 -0.857  404.812
1611  2.80813 -0.857  405.094
1612  2.80813 -0.859  405.312
1613  2.80813 -0.861  405.500
1614  2.80792 -0.862  405.719
1615  2.80792 -0.863  406.031
1616  2.80813 -0.864  406.219
1617  2.80813 -0.864  406.406
1618  2.80792 -0.864  406.687
1619  2.80792 -0.864  406.937
1620  2.80813 -0.865  407.187
1621  2.80813 -0.864  407.375
1622  2.80813 -0.863  407.625
1623  2.80833 -0.863  407.844
1624  2.80833 -0.862  408.062
1625  2.80813 -0.861  408.312
1626  2.80833 -0.862  408.562
1627  2.80833 -0.862  408.781
1628  2.80813 -0.862  408.969
1629  2.80813 -0.862  409.281
1630  2.80813 -0.863  409.500
1631  2.80833 -0.864  409.687
1632  2.80833 -0.864  409.937
1633  2.80813 -0.864  410.219
1634  2.80833 -0.864  410.406
1635  2.80833 -0.864  410.594
1636  2.80833 -0.864  410.875
1637  2.80813 -0.864  411.125
1638  2.80833 -0.864  411.312
1639  2.80833 -0.865  411.562
1640  2.80833 -0.864  411.875
1641  2.80833 -0.863  412.094
1642  2.80833 -0.862  412.281
1643  2.80833 -0.863  412.562
1644  2.80854 -0.864  412.844
1645  2.80854 -0.863  413.031
1646  2.80854 -0.861  413.250
1647  2.80875 -0.861  413.562
1648  2.80875 -0.860  413.781
1649  2.80896 -0.859  414.000
1650  2.80875 -0.858  414.219
1651  2.80875 -0.858  414.531
1652  2.80875 -0.859  414.781
1653  2.80896 -0.860  414.969
1654  2.80875 -0.858  415.156
1655  2.80896 -0.858  415.469
1656  2.80875 -0.858  415.719
1657  2.80896 -0.858  415.875
1658  2.80917 -0.858  416.156
1659  2.80917 -0.856  416.437
1660  2.80917 -0.855  416.687
1661  2.80917 -0.855  416.875
1662  2.80917 -0.856  417.094
1663  2.80917 -0.856  417.469
1664  2.80917 -0.856  417.687
1665  2.80917 -0.856  417.937
1666  2.80917 -0.855  418.156
1667  2.80917 -0.855  418.437
1668  2.80917 -0.856  418.687
1669  2.80917 -0.857  418.906
1670  2.80896 -0.856  419.125
1671  2.80875 -0.857  419.437
1672  2.80875 -0.859  419.625
1673  2.80875 -0.861  419.844
1674  2.80896 -0.862  420.125
1675  2.80896 -0.862  420.469
1676  2.80896 -0.860  420.687
1677  2.80917 -0.859  420.906
1678  2.80896 -0.859  421.187
1679  2.80917 -0.859  421.531
1680  2.80917 -0.860  421.781
1681  2.80917 -0.859  421.969
1682  2.80917 -0.858  422.219
1683  2.80917 -0.858  422.531
1684  2.80917 -0.858  422.875
1685  2.80917 -0.858  423.094
1686  2.80917 -0.859  423.312
1687  2.80917 -0.859  423.562
1688  2.80917 -0.859  423.844
1689  2.80917 -0.859  424.219
1690  2.80917 -0.859  424.437
1691  2.80917 -0.859  424.625
1692  2.80917 -0.859  424.875
1693  2.80917 -0.859  425.094
1694  2.80938 -0.858  425.469
1695  2.80938 -0.858  425.812
1696  2.80938 -0.858  425.969
1697  2.80938 -0.859  426.219
1698  2.80938 -0.858  426.437
1699  2.80938 -0.858  426.687
1700  2.80938 -0.858  427.094
1701  2.80938 -0.858  427.312
1702  2.80958 -0.858  427.531
1703  2.80958 -0.857  427.719
1704  2.80958 -0.857  427.937
1705  2.80958 -0.857  428.219
1706  2.80958 -0.857  428.594
1707  2.80958 -0.857  428.812
1708  2.80958 -0.857  429.000
1709  2.80979 -0.857  429.250
1710  2.80979 -0.857  429.469
1711  2.80979 -0.856  429.750
1712  2.80979 -0.855  430.156
1713  2.80979 -0.856  430.406
1714  2.80979 -0.856  430.594
1715  2.80979 -0.855  430.781
1716  2.81000 -0.855  431.062
1717  2.81000 -0.854  431.250
1718  2.81000 -0.854  431.562
1719  2.80979 -0.854  431.937
1720  2.81000 -0.855  432.187
1721  2.81000 -0.855  432.375
1722  2.81000 -0.855  432.562
1723  2.81000 -0.855  432.844
1724  2.81000 -0.855  433.094
1725  2.81000 -0.855  433.344
1726  2.81000 -0.855  433.594
1727  2.81000 -0.856  433.969
1728  2.80979 -0.856  434.250
1729  2.81000 -0.856  434.469
1730  2.81000 -0.856  434.625
1731  2.81000 -0.856  434.844
1732  2.81000 -0.856  435.062
1733  2.81000 -0.856  435.281
1734  2.81000 -0.856  435.562
1735  2.81000 -0.856  435.937
1736  2.81000 -0.856  436.125
1737  2.81000 -0.856  436.312
1738  2.81000 -0.856  436.562
1739  2.81000 -0.856  436.781
1740  2.81000 -0.856  437.000
1741  2.81000 -0.856  437.312
1742  2.81000 -0.856  437.656
1743  2.81000 -0.856  437.875
1744  2.81000 -0.857  438.000
1745  2.81000 -0.857  438.219
1746  2.81000 -0.857  438.469
1747  2.81000 -0.857  438.781
1748  2.81000 -0.857  439.094
1749  2.81000 -0.857  439.281
1750  2.81000 -0.858  439.500
1751  2.81021 -0.858  439.750
1752  2.81021 -0.857  439.969
1753  2.81000 -0.857  440.344
1754  2.81021 -0.857  440.562
1755  2.81021 -0.857  440.750
1756  2.81021 -0.856  440.969
1757  2.81021 -0.856  441.219
1758  2.81021 -0.856  441.500
1759  2.81042 -0.857  441.812
1760  2.81021 -0.857  442.000
1761  2.81021 -0.857  442.250
1762  2.81021 -0.857  442.437
1763  2.81021 -0.857  442.781
1764  2.81021 -0.857  443.062
1765  2.81021 -0.857  443.281
1766  2.81042 -0.857  443.531
1767  2.81042 -0.857  443.750
1768  2.81042 -0.857  444.094
1769  2.81042 -0.856  444.375
1770  2.81042 -0.856  444.562
1771  2.81042 -0.856  444.750
1772  2.81042 -0.856  445.031
1773  2.81042 -0.856  445.344
1774  2.81042 -0.857  445.594
1775  2.81042 -0.856  445.781
1776  2.81042 -0.856  446.000
1777  2.81042 -0.856  446.281
1778  2.81042 -0.856  446.594
1779  2.81042 -0.857  446.812
1780  2.81042 -0.857  447.031
1781  2.81042 -0.857  447.281
1782  2.81042 -0.857  447.562
1783  2.81042 -0.858  447.812
1784  2.81042 -0.858  448.031
1785  2.81042 -0.858  448.250
1786  2.81042 -0.858  448.531
1787  2.81063 -0.858  448.812
1788  2.81063 -0.858  449.031
1789  2.81063 -0.857  449.219
1790  2.81042 -0.857  449.500
1791  2.81063 -0.857  449.781
1792  2.81063 -0.857  450.000
1793  2.81063 -0.857  450.219
1794  2.81063 -0.857  450.437
1795  2.81063 -0.857  450.719
1796  2.81063 -0.857  450.937
1797  2.81063 -0.857  451.156
1798  2.81063 -0.857  451.437
1799  2.81063 -0.857  451.687
1800  2.81063 -0.858  451.906
1801  2.81063 -0.858  452.094
1802  2.81063 -0.858  452.375
1803  2.81063 -0.858  452.656
1804  2.81063 -0.858  452.844
1805  2.81063 -0.858  453.062
1806  2.81083 -0.858  453.375
1807  2.81063 -0.858  453.594
1808  2.81063 -0.858  453.812
1809  2.81063 -0.858  454.062
1810  2.81083 -0.858  454.312
1811  2.81063 -0.858  454.562
1812  2.81063 -0.858  454.719
1813  2.81063 -0.858  455.000
1814  2.81083 -0.858  455.219
1815  2.81083 -0.858  455.437
1816  2.81083 -0.857  455.656
1817  2.81083 -0.857  455.937
1818  2.81083 -0.858  456.156
1819  2.81083 -0.858  456.344
1820  2.81083 -0.858  456.594
1821  2.81083 -0.859  456.844
1822  2.81083 -0.859  457.031
1823  2.81083 -0.859  457.250
1824  2.81063 -0.858  457.500
1825  2.81083 -0.859  457.750
1826  2.81083 -0.859  457.937
1827  2.81083 -0.859  458.187
1828  2.81083 -0.858  458.469
1829  2.81083 -0.858  458.656
1830  2.81083 -0.858  458.875
1831  2.81083 -0.858  459.094
1832  2.81083 -0.858  459.344
1833  2.81083 -0.858  459.562
1834  2.81083 -0.858  459.781
1835  2.81083 -0.858  460.062
1836  2.81083 -0.858  460.250
1837  2.81104 -0.858  460.437
1838  2.81104 -0.858  460.687
1839  2.81104 -0.859  460.937
1840  2.81104 -0.858  461.125
1841  2.81104 -0.858  461.312
1842  2.81104 -0.858  461.594
1843  2.81104 -0.858  461.812
1844  2.81104 -0.857  462.031
1845  2.81104 -0.858  462.312
1846  2.81104 -0.857  462.469
1847  2.81125 -0.857  462.719
1848  2.81104 -0.857  462.969
1849  2.81104 -0.858  463.219
1850  2.81125 -0.858  463.406
1851  2.81104 -0.858  463.656
1852  2.81104 -0.858  463.937
1853  2.81125 -0.858  464.125
1854  2.81125 -0.858  464.312
1855  2.81125 -0.857  464.594
1856  2.81125 -0.857  464.844
1857  2.81125 -0.857  465.062
1858  2.81125 -0.857  465.281
1859  2.81125 -0.857  465.562
1860  2.81125 -0.857  465.750
1861  2.81125 -0.857  465.969
1862  2.81125 -0.857  466.250
1863  2.81125 -0.857  466.500
1864  2.81125 -0.857  466.687
1865  2.81125 -0.857  466.906
1866  2.81125 -0.858  467.250
1867  2.81125 -0.858  467.437
1868  2.81125 -0.858  467.625
1869  2.81125 -0.858  467.906
1870  2.81125 -0.859  468.156
1871  2.81125 -0.860  468.406
1872  2.81125 -0.859  468.594
1873  2.81125 -0.859  468.875
1874  2.81125 -0.860  469.156
1875  2.81125 -0.860  469.344
1876  2.81125 -0.860  469.594
1877  2.81125 -0.860  469.906
1878  2.81125 -0.860  470.094
1879  2.81125 -0.860  470.312
1880  2.81125 -0.860  470.594
1881  2.81146 -0.860  470.875
1882  2.81146 -0.860  471.094
1883  2.81146 -0.859  471.344
1884  2.81146 -0.859  471.625
1885  2.81146 -0.859  471.875
1886  2.81146 -0.859  472.094
1887  2.81146 -0.859  472.312
1888  2.81125 -0.859  472.625
1889  2.81125 -0.860  472.906
1890  2.81125 -0.861  473.125
1891  2.81125 -0.862  473.375
1892  2.81125 -0.862  473.719
1893  2.81146 -0.861  473.969
1894  2.81146 -0.861  474.156
1895  2.81146 -0.861  474.406
1896  2.81146 -0.860  474.719
1897  2.81146 -0.860  475.000
1898  2.81146 -0.861  475.219
1899  2.81146 -0.861  475.469
1900  2.81146 -0.861  475.750
1901  2.81146 -0.861  476.062
1902  2.81146 -0.861  476.281
1903  2.81146 -0.861  476.500
1904  2.81146 -0.860  476.750
1905  2.81146 -0.860  477.094
1906  2.81146 -0.861  477.375
1907  2.81146 -0.861  477.625
1908  2.81146 -0.861  477.844
1909  2.81146 -0.862  478.094
1910  2.81146 -0.862  478.469
1911  2.81125 -0.863  478.750
1912  2.81146 -0.863  478.937
1913  2.81146 -0.864  479.125
1914  2.81146 -0.864  479.375
1915  2.81167 -0.863  479.781
1916  2.81188 -0.862  480.031
1917  2.81167 -0.860  480.250
1918  2.81167 -0.859  480.469
1919  2.81188 -0.860  480.719
1920  2.81167 -0.860  481.094
1921  2.81188 -0.860  481.375
1922  2.81167 -0.860  481.562
1923  2.81167 -0.861  481.750
1924  2.81167 -0.861  482.031
1925  2.81167 -0.861  482.344
1926  2.81188 -0.862  482.656
1927  2.81167 -0.862  482.844
1928  2.81167 -0.861  483.094
1929  2.81167 -0.861  483.312
1930  2.81188 -0.862  483.562
1931  2.81188 -0.861  483.937
1932  2.81167 -0.861  484.219
1933  2.81167 -0.862  484.437
1934  2.81167 -0.863  484.656
1935  2.81167 -0.863  484.906
1936  2.81167 -0.864  485.094
1937  2.81167 -0.864  485.437
1938  2.81167 -0.864  485.844
1939  2.81167 -0.864  486.062
1940  2.81167 -0.865  486.219
1941  2.81167 -0.865  486.437
1942  2.81167 -0.865  486.656
1943  2.81167 -0.865  486.906
1944  2.81167 -0.865  487.219
1945  2.81167 -0.865  487.531
1946  2.81167 -0.865  487.750
1947  2.81167 -0.865  487.937
1948  2.81167 -0.865  488.156
1949  2.81188 -0.865  488.375
1950  2.81188 -0.865  488.719
1951  2.81188 -0.865  489.000
1952  2.81188 -0.865  489.156
1953  2.81188 -0.865  489.375
1954  2.81188 -0.864  489.594
1955  2.81188 -0.864  489.906
1956  2.81188 -0.864  490.187
1957  2.81188 -0.864  490.375
1958  2.81208 -0.864  490.594
1959  2.81208 -0.864  490.844
1960  2.81208 -0.863  491.125
1961  2.81208 -0.863  491.437
1962  2.81208 -0.863  491.625
1963  2.81208 -0.863  491.844
1964  2.81208 -0.863  492.062
1965  2.81208 -0.863  492.406
1966  2.81208 -0.863  492.656
1967  2.81208 -0.863  492.844
1968  2.81208 -0.863  493.062
1969  2.81208 -0.862  493.344
1970  2.81208 -0.863  493.656
1971  2.81208 -0.864  493.906
1972  2.81208 -0.864  494.094
1973  2.81208 -0.864  494.312
1974  2.81208 -0.864  494.594
1975  2.81208 -0.864  494.937
1976  2.81208 -0.864  495.156
1977  2.81208 -0.864  495.375
1978  2.81208 -0.864  495.594
1979  2.81208 -0.864  495.906
1980  2.81208 -0.865  496.156
1981  2.81208 -0.865  496.344
1982  2.81208 -0.865  496.531
1983  2.81229 -0.865  496.844
1984  2.81208 -0.864  497.125
1985  2.81229 -0.864  497.312
1986  2.81229 -0.864  497.500
1987  2.81229 -0.863  497.812
1988  2.81229 -0.864  498.062
1989  2.81229 -0.864  498.281
1990  2.81229 -0.863  498.469
1991  2.81229 -0.864  498.750
1992  2.81229 -0.864  499.000
1993  2.81229 -0.865  499.219
1994  2.81229 -0.865  499.437
1995  2.81229 -0.865  499.687
1996  2.81229 -0.865  499.937
1997  2.81229 -0.865  500.156
1998  2.81229 -0.865  500.344
1999  2.81229 -0.865  500.625
2000  2.81229 -0.865  500.875
2001  2.81229 -0.865  501.062
2002  2.81229 -0.865  501.281
2003  2.81229 -0.865  501.562
2004  2.81229 -0.866  501.781
2005  2.81229 -0.866  501.969
2006  2.81229 -0.866  502.219
2007  2.81229 -0.866  502.469
2008  2.81229 -0.866  502.687
2009  2.81229 -0.866  502.875
2010  2.81229 -0.866  503.094
2011  2.81229 -0.867  503.375
2012  2.81229 -0.867  503.594
2013  2.81229 -0.867  503.781
2014  2.81229 -0.867  504.031
2015  2.81250 -0.867  504.281
2016  2.81250 -0.866  504.437
2017  2.81250 -0.866  504.687
2018  2.81250 -0.866  504.969
2019  2.81250 -0.866  505.156
2020  2.81250 -0.866  505.375
2021  2.81250 -0.865  505.594
2022  2.81250 -0.865  505.812
2023  2.81250 -0.865  506.000
2024  2.81250 -0.865  506.219
2025  2.81250 -0.865  506.469
2026  2.81271 -0.865  506.687
2027  2.81271 -0.865  506.875
2028  2.81271 -0.865  507.094
2029  2.81271 -0.864  507.312
2030  2.81271 -0.864  507.531
2031  2.81271 -0.864  507.719
2032  2.81271 -0.864  507.906
2033  2.81292 -0.864  508.156
2034  2.81271 -0.863  508.312
2035  2.81292 -0.863  508.562
2036  2.81250 -0.863  508.781
2037  2.81271 -0.865  508.969
2038  2.81271 -0.866  509.187
2039  2.81271 -0.866  509.406
2040  2.81271 -0.866  509.625
2041  2.81271 -0.866  509.781
2042  2.81271 -0.866  510.000
2043  2.81271 -0.866  510.250
2044  2.81292 -0.865  510.406
2045  2.81292 -0.865  510.625
2046  2.81292 -0.864  510.812
2047  2.81292 -0.864  511.031
2048  2.81292 -0.864  511.219
2049  2.81292 -0.864  511.437
2050  2.81292 -0.863  511.656
2051  2.81292 -0.863  511.844
2052  2.81292 -0.864  512.062
2053  2.81312 -0.863  512.281
2054  2.81312 -0.862  512.469
2055  2.81312 -0.861  512.656
2056  2.81312 -0.860  512.906
2057  2.81312 -0.861  513.125
2058  2.81312 -0.861  513.312
2059  2.81312 -0.861  513.531
2060  2.81312 -0.861  513.812
2061  2.81312 -0.862  514.000
2062  2.81312 -0.862  514.219
2063  2.81312 -0.862  514.469
2064  2.81312 -0.863  514.656
2065  2.81312 -0.863  514.844
2066  2.81312 -0.863  515.094
2067  2.81312 -0.862  515.312
2068  2.81312 -0.862  515.531
2069  2.81312 -0.862  515.719
2070  2.81312 -0.862  515.969
2071  2.81333 -0.862  516.219
2072  2.81312 -0.862  516.406
2073  2.81312 -0.862  516.625
2074  2.81333 -0.862  516.875
2075  2.81333 -0.862  517.094
2076  2.81333 -0.862  517.281
2077  2.81333 -0.861  517.531
2078  2.81333 -0.862  517.781
2079  2.81333 -0.862  517.969
2080  2.81333 -0.862  518.219
2081  2.81333 -0.862  518.469
2082  2.81333 -0.862  518.625
2083  2.81312 -0.862  518.844
2084  2.81271 -0.864  519.156
2085  2.81271 -0.868  519.406
2086  2.81292 -0.871  519.562
2087  2.81292 -0.871  519.781
2088  2.81292 -0.870  520.062
2089  2.81312 -0.869  520.281
2090  2.81312 -0.868  520.469
2091  2.81312 -0.867  520.719
2092  2.81312 -0.866  521.000
2093  2.81312 -0.867  521.250
2094  2.81312 -0.868  521.437
2095  2.81312 -0.868  521.687
2096  2.81312 -0.868  521.969
2097  2.81312 -0.867  522.156
2098  2.81312 -0.867  522.375
2099  2.81292 -0.867  522.687
2100  2.81250 -0.869  522.937
2101  2.81250 -0.872  523.156
2102  2.81250 -0.875  523.437
2103  2.81271 -0.876  523.719
2104  2.81250 -0.876  523.937
2105  2.81271 -0.875  524.125
2106  2.81250 -0.875  524.406
2107  2.81250 -0.875  524.687
2108  2.81271 -0.876  524.937
2109  2.81271 -0.876  525.125
2110  2.81271 -0.876  525.406
2111  2.81271 -0.876  525.719
2112  2.81271 -0.876  525.906
2113  2.81271 -0.876  526.125
2114  2.81271 -0.876  526.375
2115  2.81271 -0.875  526.750
2116  2.81271 -0.876  526.937
2117  2.81292 -0.876  527.187
2118  2.81292 -0.875  527.406
2119  2.81292 -0.875  527.719
2120  2.81271 -0.875  528.000
2121  2.81271 -0.876  528.187
2122  2.81250 -0.877  528.437
2123  2.81250 -0.878  528.687
2124  2.81250 -0.878  529.031
2125  2.81271 -0.879  529.312
2126  2.81271 -0.879  529.500
2127  2.81250 -0.879  529.719
2128  2.81271 -0.879  530.031
2129  2.81292 -0.879  530.344
2130  2.81292 -0.877  530.562
2131  2.81292 -0.876  530.781
2132  2.81271 -0.876  531.000
2133  2.81271 -0.877  531.375
2134  2.81250 -0.879  531.656
2135  2.81250 -0.880  531.875
2136  2.81271 -0.880  532.094
2137  2.81271 -0.879  532.344
2138  2.81292 -0.879  532.719
2139  2.81292 -0.879  533.000
2140  2.81271 -0.878  533.156
2141  2.81271 -0.878  533.375
2142  2.81292 -0.878  533.625
2143  2.81250 -0.879  533.969
2144  2.81250 -0.881  534.344
2145  2.81229 -0.883  534.500
2146  2.81229 -0.885  534.719
2147  2.81229 -0.886  534.906
2148  2.81229 -0.887  535.156
2149  2.81229 -0.887  535.500
2150  2.81250 -0.887  535.719
2151  2.81229 -0.886  535.969
2152  2.81229 -0.886  536.156
2153  2.81229 -0.886  536.406
2154  2.81250 -0.886  536.719
2155  2.81250 -0.886  536.906
2156  2.81229 -0.886  537.125
2157  2.81229 -0.886  537.375
2158  2.81208 -0.887  537.625
2159  2.81229 -0.889  537.875
2160  2.81229 -0.889  538.094
2161  2.81229 -0.889  538.281
2162  2.81250 -0.888  538.562
2163  2.81250 -0.888  538.844
2164  2.81250 -0.887  539.094
2165  2.81271 -0.887  539.250
2166  2.81271 -0.886  539.500
2167  2.81271 -0.885  539.812
2168  2.81271 -0.885  540.031
2169  2.81271 -0.885  540.219
2170  2.81271 -0.885  540.469
2171  2.81271 -0.884  540.750
2172  2.81271 -0.884  541.000
2173  2.81271 -0.885  541.187
2174  2.81292 -0.885  541.437
2175  2.81292 -0.884  541.687
2176  2.81271 -0.884  541.937
2177  2.81271 -0.884  542.156
2178  2.81271 -0.885  542.344
2179  2.81271 -0.886  542.594
2180  2.81250 -0.887  542.875
2181  2.81229 -0.889  543.094
2182  2.81229 -0.891  543.250
2183  2.81229 -0.892  543.531
2184  2.81229 -0.892  543.781
2185  2.81250 -0.892  544.000
2186  2.81250 -0.892  544.187
2187  2.81250 -0.891  544.406
2188  2.81250 -0.891  544.687
2189  2.81208 -0.890  544.906
2190  2.81208 -0.892  545.062
2191  2.81188 -0.895  545.344
2192  2.81208 -0.898  545.531
2193  2.81208 -0.898  545.719
2194  2.81188 -0.898  545.906
2195  2.81229 -0.898  546.125
2196  2.81229 -0.897  546.375
2197  2.81229 -0.895  546.562
2198  2.81250 -0.894  546.781
2199  2.81250 -0.893  546.969
2200  2.81250 -0.892  547.187
2201  2.81250 -0.891  547.406
2202  2.81250 -0.891  547.625
2203  2.81229 -0.892  547.844
2204  2.81250 -0.893  548.062
2205  2.81208 -0.893  548.219
2206  2.81208 -0.895  548.469
2207  2.81208 -0.897  548.687
2208  2.81208 -0.898  548.875
2209  2.81208 -0.897  549.062
2210  2.81188 -0.898  549.312
2211  2.81188 -0.900  549.531
2212  2.81188 -0.902  549.719
2213  2.81188 -0.902  549.875
2214  2.81188 -0.902  550.125
2215  2.81188 -0.903  550.312
2216  2.81188 -0.903  550.500
2217  2.81188 -0.903  550.719
2218  2.81188 -0.903  550.875
2219  2.81167 -0.904  551.062
2220  2.81167 -0.904  551.250
2221  2.81188 -0.904  551.469
2222  2.81167 -0.905  551.656
2223  2.81188 -0.905  551.844
2224  2.81188 -0.905  552.031
2225  2.81167 -0.905  552.219
2226  2.81167 -0.904  552.406
2227  2.81188 -0.905  552.625
2228  2.81188 -0.905  552.844
2229  2.81188 -0.905  553.062
2230  2.81188 -0.905  553.219
2231  2.81188 -0.904  553.375
2232  2.81188 -0.904  553.594
2233  2.81208 -0.904  553.812
2234  2.81208 -0.904  553.937
2235  2.81208 -0.904  554.125
2236  2.81188 -0.904  554.312
2237  2.81188 -0.904  554.500
2238  2.81208 -0.904  554.687
2239  2.81188 -0.904  554.875
2240  2.81208 -0.904  555.062
2241  2.81208 -0.904  555.219
2242  2.81208 -0.903  555.406
2243  2.81208 -0.903  555.625
2244  2.81208 -0.904  555.781
2245  2.81208 -0.904  555.969
2246  2.81208 -0.904  556.156
2247  2.81188 -0.904  556.375
2248  2.81188 -0.904  556.531
2249  2.81208 -0.905  556.719
2250  2.81208 -0.905  556.906
2251  2.81208 -0.905  557.062
2252  2.81208 -0.905  557.281
2253  2.81208 -0.905  557.469
2254  2.81208 -0.905  557.625
2255  2.81208 -0.905  557.812
2256  2.81208 -0.905  558.000
2257  2.81208 -0.905  558.187
2258  2.81208 -0.905  558.375
2259  2.81208 -0.905  558.562
2260  2.81208 -0.905  558.750
2261  2.81208 -0.905  558.937
2262  2.81208 -0.905  559.125
2263  2.81208 -0.905  559.281
2264  2.81208 -0.905  559.500
2265  2.81208 -0.905  559.687
2266  2.81208 -0.905  559.875
2267  2.81208 -0.905  560.062
2268  2.81208 -0.905  560.250
2269  2.81208 -0.905  560.469
2270  2.81208 -0.905  560.687
2271  2.81208 -0.905  560.844
2272  2.81208 -0.905  561.031
2273  2.81229 -0.905  561.219
2274  2.81208 -0.905  561.406
2275  2.81229 -0.905  561.594
2276  2.81229 -0.905  561.812
2277  2.81229 -0.904  561.969
2278  2.81229 -0.904  562.187
2279  2.81229 -0.903  562.406
2280  2.81250 -0.903  562.594
2281  2.81250 -0.903  562.781
2282  2.81250 -0.903  562.969
2283  2.81250 -0.902  563.187
2284  2.81250 -0.902  563.344
2285  2.81250 -0.902  563.562
2286  2.81250 -0.901  563.750
2287  2.81250 -0.902  563.937
2288  2.81250 -0.901  564.156
2289  2.81250 -0.901  564.375
2290  2.81250 -0.901  564.594
2291  2.81271 -0.901  564.750
2292  2.81250 -0.902  564.969
2293  2.81250 -0.902  565.187
2294  2.81250 -0.902  565.406
2295  2.81250 -0.902  565.594
2296  2.81250 -0.902  565.781
2297  2.81250 -0.902  566.031
2298  2.81271 -0.902  566.250
2299  2.81271 -0.902  566.406
2300  2.81250 -0.902  566.687
2301  2.81271 -0.902  566.875
2302  2.81271 -0.902  567.062
2303  2.81271 -0.902  567.250
2304  2.81271 -0.901  567.500
2305  2.81271 -0.901  567.719
2306  2.81271 -0.901  567.906
2307  2.81271 -0.901  568.125
2308  2.81271 -0.901  568.344
2309  2.81271 -0.901  568.562
2310  2.81292 -0.901  568.781
2311  2.81271 -0.901  569.031
2312  2.81271 -0.901  569.250
2313  2.81271 -0.901  569.469
2314  2.81292 -0.901  569.687
2315  2.81292 -0.901  569.969
2316  2.81271 -0.901  570.187
2317  2.81271 -0.901  570.375
2318  2.81292 -0.901  570.594
2319  2.81292 -0.901  570.844
2320  2.81292 -0.901  571.062
2321  2.81292 -0.901  571.281
2322  2.81292 -0.901  571.500
2323  2.81292 -0.901  571.812
2324  2.81292 -0.901  572.031
2325  2.81292 -0.900  572.250
2326  2.81312 -0.900  572.469
2327  2.81312 -0.900  572.750
2328  2.81292 -0.900  573.000
2329  2.81292 -0.900  573.219
2330  2.81312 -0.900  573.437
2331  2.81312 -0.900  573.719
2332  2.81312 -0.901  573.969
2333  2.81312 -0.900  574.156
2334  2.81312 -0.900  574.375
2335  2.81292 -0.900  574.656
2336  2.81292 -0.901  574.937
2337  2.81292 -0.901  575.125
2338  2.81312 -0.901  575.344
2339  2.81312 -0.901  575.656
2340  2.81312 -0.901  575.875
2341  2.81312 -0.901  576.125
2342  2.81312 -0.900  576.344
