[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=40044
date=02/03/17
time=20:52:58.42
pressureoffset=0.77
usepressureoffset=yes
slot1sensor1=sv-c.xchange sv.x sn 203281 04/24/13
slot3sensor1=sv-c.xchange sv.x sn 000000 00/00/00
slot5sensor1=p-t-tu-do.xchange p.x sn 300256 04/16/13 t.x sn 403020 04/12/13

average sound velocity=1499.92
 
comments= 
 
[data]
Date (mm/dd/yy),Time,SV (m/s),SV-C.Xchange (No Sensor),Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3)
02/03/17,21:40:26.06,1491.499,0000.000,0623.17,07.815,012.03,34.571,1029.796
02/03/17,21:40:27.52,1491.490,0000.000,0622.49,07.816,012.03,34.570,1029.791
02/03/17,21:40:28.68,1491.473,0000.000,0621.92,07.817,012.03,34.561,1029.781
02/03/17,21:40:29.79,1491.459,0000.000,0621.35,07.817,012.03,34.558,1029.776
02/03/17,21:40:30.46,1491.456,0000.000,0620.77,07.818,012.03,34.559,1029.775
02/03/17,21:40:31.58,1491.473,0000.000,0620.09,07.825,012.03,34.561,1029.771
02/03/17,21:40:32.45,1491.509,0000.000,0619.52,07.832,012.03,34.575,1029.779
02/03/17,21:40:33.91,1491.539,0000.000,0618.95,07.842,012.03,34.576,1029.776
02/03/17,21:40:34.85,1491.549,0000.000,0618.38,07.846,012.03,34.579,1029.775
02/03/17,21:40:35.71,1491.567,0000.000,0617.80,07.851,012.03,34.585,1029.776
02/03/17,21:40:36.52,1491.566,0000.000,0617.23,07.856,012.03,34.576,1029.766
02/03/17,21:40:37.00,1491.580,0000.000,0616.66,07.863,012.03,34.576,1029.762
02/03/17,21:40:37.55,1491.604,0000.000,0615.98,07.871,012.03,34.581,1029.762
02/03/17,21:40:38.52,1491.574,0000.000,0615.41,07.869,012.03,34.569,1029.750
02/03/17,21:40:39.56,1491.557,0000.000,0614.83,07.865,012.03,34.576,1029.754
02/03/17,21:40:41.27,1491.520,0000.000,0614.26,07.860,012.03,34.569,1029.747
02/03/17,21:40:41.88,1491.535,0000.000,0613.69,07.862,012.03,34.583,1029.755
02/03/17,21:40:42.57,1491.534,0000.000,0613.12,07.867,012.03,34.575,1029.744
02/03/17,21:40:43.51,1491.555,0000.000,0612.55,07.874,012.03,34.577,1029.742
02/03/17,21:40:44.41,1491.559,0000.000,0611.98,07.879,012.03,34.572,1029.735
02/03/17,21:40:46.16,1491.590,0000.000,0611.41,07.888,012.03,34.577,1029.735
02/03/17,21:40:46.97,1491.607,0000.000,0610.84,07.895,012.03,34.577,1029.731
02/03/17,21:40:47.95,1491.631,0000.000,0610.26,07.902,012.03,34.580,1029.730
02/03/17,21:40:48.72,1491.625,0000.000,0609.69,07.904,012.03,34.579,1029.726
02/03/17,21:40:49.67,1491.625,0000.000,0609.12,07.905,012.00,34.583,1029.727
02/03/17,21:40:51.12,1491.623,0000.000,0608.55,07.912,012.03,34.569,1029.712
02/03/17,21:40:52.14,1491.625,0000.000,0607.98,07.912,012.00,34.579,1029.717
02/03/17,21:40:53.29,1491.674,0000.000,0607.41,07.924,012.00,34.588,1029.720
02/03/17,21:40:54.06,1491.671,0000.000,0606.84,07.928,012.03,34.582,1029.712
02/03/17,21:40:55.30,1491.705,0000.000,0606.15,07.941,012.03,34.577,1029.703
02/03/17,21:40:56.25,1491.745,0000.000,0605.58,07.950,012.03,34.590,1029.709
02/03/17,21:40:57.74,1491.760,0000.000,0605.01,07.958,012.00,34.584,1029.700
02/03/17,21:40:58.39,1491.789,0000.000,0604.44,07.968,012.00,34.587,1029.699
02/03/17,21:40:59.34,1491.844,0000.000,0603.87,07.985,012.00,34.586,1029.693
02/03/17,21:41:00.20,1491.860,0000.000,0603.18,07.992,012.00,34.587,1029.689
02/03/17,21:41:01.77,1491.886,0000.000,0602.61,08.004,012.00,34.579,1029.678
02/03/17,21:41:03.05,1491.901,0000.000,0602.04,08.005,012.00,34.595,1029.688
02/03/17,21:41:03.78,1491.926,0000.000,0601.47,08.015,012.00,34.593,1029.682
02/03/17,21:41:05.11,1492.006,0000.000,0600.90,08.037,012.00,34.599,1029.681
02/03/17,21:41:05.80,1492.031,0000.000,0600.33,08.044,012.00,34.604,1029.681
02/03/17,21:41:07.03,1492.043,0000.000,0599.76,08.053,012.00,34.594,1029.669
02/03/17,21:41:07.89,1492.040,0000.000,0599.18,08.054,012.00,34.597,1029.668
02/03/17,21:41:08.63,1492.064,0000.000,0598.61,08.057,012.00,34.613,1029.678
02/03/17,21:41:10.08,1492.067,0000.000,0597.93,08.065,012.03,34.602,1029.665
02/03/17,21:41:11.36,1492.081,0000.000,0597.36,08.070,012.00,34.604,1029.663
02/03/17,21:41:12.13,1492.074,0000.000,0596.79,08.073,012.00,34.597,1029.654
02/03/17,21:41:12.94,1492.073,0000.000,0596.10,08.074,012.00,34.603,1029.656
02/03/17,21:41:13.75,1492.096,0000.000,0595.53,08.080,012.00,34.610,1029.658
02/03/17,21:41:14.91,1492.107,0000.000,0594.96,08.085,012.00,34.610,1029.655
02/03/17,21:41:16.35,1492.142,0000.000,0594.39,08.099,012.00,34.607,1029.648
02/03/17,21:41:17.30,1492.179,0000.000,0593.82,08.108,012.00,34.617,1029.651
02/03/17,21:41:18.34,1492.210,0000.000,0593.24,08.122,012.00,34.606,1029.638
02/03/17,21:41:18.94,1492.221,0000.000,0592.67,08.129,012.00,34.601,1029.630
02/03/17,21:41:20.43,1492.243,0000.000,0592.10,08.136,012.00,34.604,1029.629
02/03/17,21:41:21.37,1492.252,0000.000,0591.53,08.140,012.00,34.606,1029.627
02/03/17,21:41:22.53,1492.254,0000.000,0590.96,08.142,012.00,34.610,1029.627
02/03/17,21:41:23.38,1492.244,0000.000,0590.39,08.142,012.00,34.609,1029.624
02/03/17,21:41:24.28,1492.231,0000.000,0589.82,08.145,012.00,34.597,1029.611
02/03/17,21:41:25.26,1492.254,0000.000,0589.25,08.147,012.00,34.618,1029.625
02/03/17,21:41:26.72,1492.280,0000.000,0588.68,08.163,012.00,34.599,1029.605
02/03/17,21:41:28.11,1492.318,0000.000,0587.99,08.167,012.00,34.625,1029.622
02/03/17,21:41:29.14,1492.310,0000.000,0587.42,08.176,012.00,34.600,1029.598
02/03/17,21:41:29.70,1492.324,0000.000,0586.85,08.177,012.00,34.616,1029.608
02/03/17,21:41:30.59,1492.340,0000.000,0586.28,08.188,012.00,34.602,1029.592
02/03/17,21:41:32.77,1492.415,0000.000,0585.59,08.202,012.00,34.628,1029.608
02/03/17,21:41:34.01,1492.436,0000.000,0584.91,08.213,012.00,34.621,1029.597
02/03/17,21:41:35.20,1492.445,0000.000,0584.22,08.218,012.00,34.622,1029.594
02/03/17,21:41:36.23,1492.458,0000.000,0583.54,08.226,012.00,34.619,1029.587
02/03/17,21:41:37.12,1492.447,0000.000,0582.96,08.228,012.00,34.614,1029.580
02/03/17,21:41:38.50,1492.436,0000.000,0582.39,08.227,012.00,34.614,1029.578
02/03/17,21:41:39.91,1492.427,0000.000,0581.82,08.227,012.00,34.616,1029.578
02/03/17,21:41:40.98,1492.420,0000.000,0581.14,08.227,012.00,34.617,1029.575
02/03/17,21:41:41.84,1492.409,0000.000,0580.57,08.228,012.00,34.615,1029.570
02/03/17,21:41:42.86,1492.391,0000.000,0579.99,08.227,012.00,34.611,1029.565
02/03/17,21:41:43.72,1492.395,0000.000,0579.42,08.229,012.00,34.615,1029.565
02/03/17,21:41:45.35,1492.396,0000.000,0578.85,08.230,012.00,34.620,1029.566
02/03/17,21:41:46.24,1492.420,0000.000,0578.05,08.236,012.00,34.632,1029.571
02/03/17,21:41:47.57,1492.441,0000.000,0577.37,08.245,012.00,34.629,1029.564
02/03/17,21:41:48.18,1492.424,0000.000,0576.80,08.249,012.00,34.613,1029.548
02/03/17,21:41:49.42,1492.415,0000.000,0576.23,08.245,012.00,34.625,1029.556
02/03/17,21:41:50.71,1492.406,0000.000,0575.54,08.248,012.00,34.619,1029.547
02/03/17,21:41:51.49,1492.389,0000.000,0574.97,08.247,012.00,34.614,1029.542
02/03/17,21:41:52.42,1492.423,0000.000,0574.40,08.257,012.00,34.619,1029.541
02/03/17,21:41:53.06,1492.432,0000.000,0573.83,08.261,012.00,34.622,1029.540
02/03/17,21:41:54.05,1492.441,0000.000,0573.26,08.264,012.00,34.625,1029.540
02/03/17,21:41:55.07,1492.434,0000.000,0572.68,08.265,012.00,34.625,1029.537
02/03/17,21:41:55.88,1492.444,0000.000,0572.11,08.270,012.00,34.626,1029.534
02/03/17,21:41:57.33,1492.460,0000.000,0571.54,08.273,012.00,34.639,1029.541
02/03/17,21:41:57.90,1492.455,0000.000,0570.97,08.278,012.00,34.626,1029.528
02/03/17,21:41:58.80,1492.484,0000.000,0570.40,08.287,012.00,34.629,1029.526
02/03/17,21:41:59.65,1492.504,0000.000,0569.83,08.298,012.00,34.619,1029.514
02/03/17,21:42:00.34,1492.515,0000.000,0569.26,08.300,012.00,34.629,1029.519
02/03/17,21:42:01.74,1492.497,0000.000,0568.57,08.305,012.00,34.611,1029.501
02/03/17,21:42:03.07,1492.502,0000.000,0568.00,08.307,012.00,34.617,1029.502
02/03/17,21:42:04.13,1492.493,0000.000,0567.32,08.308,012.00,34.616,1029.499
02/03/17,21:42:04.98,1492.483,0000.000,0566.74,08.305,012.00,34.625,1029.503
02/03/17,21:42:05.84,1492.475,0000.000,0566.17,08.304,012.00,34.628,1029.504
02/03/17,21:42:06.54,1492.466,0000.000,0565.60,08.305,012.00,34.626,1029.499
02/03/17,21:42:07.56,1492.469,0000.000,0564.92,08.310,012.00,34.623,1029.492
02/03/17,21:42:08.88,1492.541,0000.000,0564.35,08.330,012.00,34.626,1029.490
02/03/17,21:42:10.12,1492.582,0000.000,0563.77,08.344,012.00,34.623,1029.482
02/03/17,21:42:10.81,1492.623,0000.000,0563.09,08.354,012.00,34.637,1029.488
02/03/17,21:42:11.50,1492.637,0000.000,0562.52,08.361,012.00,34.633,1029.481
02/03/17,21:42:12.22,1492.760,0000.000,0561.83,08.392,012.00,34.651,1029.488
02/03/17,21:42:13.33,1492.775,0000.000,0561.26,08.405,012.00,34.631,1029.467
02/03/17,21:42:14.66,1492.805,0000.000,0560.69,08.411,012.00,34.645,1029.474
02/03/17,21:42:15.92,1492.793,0000.000,0560.12,08.416,012.00,34.627,1029.457
02/03/17,21:42:17.03,1492.818,0000.000,0559.55,08.420,012.00,34.642,1029.465
02/03/17,21:42:17.55,1492.814,0000.000,0558.98,08.422,012.00,34.640,1029.461
02/03/17,21:42:19.01,1492.827,0000.000,0558.41,08.430,012.00,34.635,1029.453
02/03/17,21:42:19.75,1492.845,0000.000,0557.83,08.433,012.00,34.647,1029.459
02/03/17,21:42:21.24,1492.852,0000.000,0557.26,08.439,012.00,34.642,1029.452
02/03/17,21:42:22.31,1492.867,0000.000,0556.69,08.443,012.00,34.649,1029.454
02/03/17,21:42:23.38,1492.910,0000.000,0556.12,08.454,012.00,34.659,1029.457
02/03/17,21:42:24.53,1492.946,0000.000,0555.55,08.468,012.00,34.653,1029.448
02/03/17,21:42:25.61,1492.968,0000.000,0554.98,08.475,012.00,34.655,1029.446
02/03/17,21:42:26.67,1492.983,0000.000,0554.29,08.485,012.00,34.649,1029.437
02/03/17,21:42:27.53,1492.984,0000.000,0553.72,08.492,012.00,34.637,1029.423
02/03/17,21:42:29.28,1492.981,0000.000,0553.15,08.492,012.00,34.644,1029.426
02/03/17,21:42:30.17,1492.978,0000.000,0552.58,08.496,012.00,34.636,1029.416
02/03/17,21:42:31.11,1492.978,0000.000,0552.01,08.496,012.00,34.643,1029.420
02/03/17,21:42:32.09,1492.973,0000.000,0551.44,08.496,012.00,34.647,1029.421
02/03/17,21:42:33.06,1492.977,0000.000,0550.87,08.498,012.00,34.650,1029.420
02/03/17,21:42:34.94,1492.987,0000.000,0550.18,08.506,012.00,34.643,1029.410
02/03/17,21:42:36.27,1492.987,0000.000,0549.61,08.506,012.00,34.650,1029.413
02/03/17,21:42:38.10,1492.983,0000.000,0549.04,08.509,012.00,34.647,1029.407
02/03/17,21:42:39.43,1492.980,0000.000,0548.47,08.510,012.00,34.650,1029.407
02/03/17,21:42:40.88,1492.992,0000.000,0547.90,08.515,012.00,34.652,1029.405
02/03/17,21:42:42.66,1492.981,0000.000,0547.21,08.517,012.00,34.646,1029.397
02/03/17,21:42:44.40,1492.990,0000.000,0546.64,08.520,012.00,34.651,1029.397
02/03/17,21:42:45.30,1493.012,0000.000,0545.96,08.532,012.00,34.642,1029.385
02/03/17,21:42:46.71,1493.023,0000.000,0545.38,08.531,012.00,34.662,1029.398
02/03/17,21:42:48.67,1493.031,0000.000,0544.81,08.540,012.00,34.647,1029.383
02/03/17,21:42:50.14,1493.023,0000.000,0544.24,08.545,012.00,34.635,1029.370
02/03/17,21:42:50.92,1493.039,0000.000,0543.67,08.545,012.00,34.656,1029.384
02/03/17,21:42:52.12,1493.017,0000.000,0543.10,08.545,011.98,34.646,1029.374
02/03/17,21:42:52.98,1493.027,0000.000,0542.53,08.546,012.00,34.658,1029.380
02/03/17,21:42:53.19,1493.041,0000.000,0543.10,08.547,012.00,34.658,1029.382
02/03/17,21:42:53.37,1493.042,0000.000,0542.53,08.549,012.00,34.660,1029.381
02/03/17,21:42:54.90,1493.028,0000.000,0541.96,08.549,012.00,34.657,1029.376
02/03/17,21:42:56.14,1493.028,0000.000,0541.39,08.550,012.00,34.662,1029.377
02/03/17,21:42:57.05,1493.051,0000.000,0540.70,08.562,012.00,34.652,1029.364
02/03/17,21:42:58.59,1493.135,0000.000,0540.13,08.584,012.00,34.661,1029.365
02/03/17,21:42:59.71,1493.217,0000.000,0539.56,08.613,012.00,34.650,1029.349
02/03/17,21:43:00.95,1493.307,0000.000,0538.99,08.628,012.00,34.685,1029.371
02/03/17,21:43:01.89,1493.331,0000.000,0538.42,08.640,012.00,34.676,1029.360
02/03/17,21:43:03.21,1493.367,0000.000,0537.85,08.648,012.00,34.688,1029.365
02/03/17,21:43:04.19,1493.388,0000.000,0537.28,08.661,011.98,34.673,1029.349
02/03/17,21:43:05.39,1493.407,0000.000,0536.70,08.666,012.00,34.681,1029.352
02/03/17,21:43:06.45,1493.428,0000.000,0536.13,08.676,011.98,34.675,1029.343
02/03/17,21:43:07.90,1493.458,0000.000,0535.45,08.686,011.98,34.680,1029.342
02/03/17,21:43:09.35,1493.487,0000.000,0534.88,08.699,011.98,34.671,1029.330
02/03/17,21:43:10.35,1493.584,0000.000,0534.31,08.715,012.00,34.708,1029.354
02/03/17,21:43:11.46,1493.626,0000.000,0533.73,08.737,011.98,34.683,1029.328
02/03/17,21:43:12.87,1493.619,0000.000,0533.16,08.745,011.98,34.663,1029.309
02/03/17,21:43:13.98,1493.633,0000.000,0532.59,08.747,011.98,34.677,1029.316
02/03/17,21:43:14.71,1493.616,0000.000,0532.02,08.749,011.98,34.665,1029.304
02/03/17,21:43:15.74,1493.631,0000.000,0531.45,08.750,011.98,34.682,1029.315
02/03/17,21:43:16.30,1493.689,0000.000,0530.88,08.765,011.98,34.691,1029.317
02/03/17,21:43:17.75,1493.740,0000.000,0530.31,08.784,011.98,34.682,1029.304
02/03/17,21:43:19.12,1493.775,0000.000,0529.74,08.793,011.98,34.691,1029.307
02/03/17,21:43:20.58,1493.776,0000.000,0529.17,08.796,011.98,34.689,1029.303
02/03/17,21:43:21.48,1493.788,0000.000,0528.59,08.804,011.98,34.685,1029.295
02/03/17,21:43:22.25,1493.797,0000.000,0527.91,08.811,011.98,34.679,1029.287
02/03/17,21:43:23.31,1493.809,0000.000,0527.34,08.814,011.98,34.689,1029.291
02/03/17,21:43:24.76,1493.818,0000.000,0526.77,08.817,011.98,34.694,1029.292
02/03/17,21:43:25.78,1493.806,0000.000,0526.20,08.816,011.98,34.693,1029.289
02/03/17,21:43:26.51,1493.804,0000.000,0525.62,08.821,011.98,34.687,1029.280
02/03/17,21:43:27.19,1493.830,0000.000,0525.05,08.825,011.98,34.702,1029.289
02/03/17,21:43:27.96,1493.827,0000.000,0524.48,08.832,011.98,34.686,1029.272
02/03/17,21:43:28.87,1493.821,0000.000,0523.91,08.836,011.98,34.676,1029.262
02/03/17,21:43:29.98,1493.838,0000.000,0523.34,08.837,011.98,34.694,1029.273
02/03/17,21:43:31.48,1493.824,0000.000,0522.77,08.839,011.98,34.687,1029.264
02/03/17,21:43:32.58,1493.827,0000.000,0522.20,08.841,011.98,34.690,1029.264
02/03/17,21:43:33.01,1493.824,0000.000,0521.51,08.844,011.98,34.687,1029.258
02/03/17,21:43:33.78,1493.814,0000.000,0520.94,08.844,011.98,34.688,1029.256
02/03/17,21:43:34.47,1493.810,0000.000,0520.37,08.846,011.98,34.686,1029.252
02/03/17,21:43:35.66,1493.816,0000.000,0519.69,08.848,011.98,34.694,1029.255
02/03/17,21:43:37.07,1493.840,0000.000,0519.11,08.856,011.98,34.697,1029.253
02/03/17,21:43:38.07,1493.847,0000.000,0518.54,08.864,011.98,34.686,1029.241
02/03/17,21:43:39.07,1493.872,0000.000,0517.97,08.872,011.98,34.688,1029.238
02/03/17,21:43:39.63,1493.890,0000.000,0517.40,08.878,011.98,34.694,1029.239
02/03/17,21:43:40.23,1493.900,0000.000,0516.83,08.884,011.98,34.691,1029.233
02/03/17,21:43:41.26,1493.909,0000.000,0516.26,08.887,011.98,34.696,1029.235
02/03/17,21:43:42.46,1493.993,0000.000,0515.69,08.914,011.98,34.691,1029.223
02/03/17,21:43:44.21,1494.040,0000.000,0515.12,08.923,011.98,34.710,1029.234
02/03/17,21:43:44.94,1494.036,0000.000,0514.55,08.927,011.98,34.703,1029.225
02/03/17,21:43:45.58,1494.041,0000.000,0513.97,08.933,011.98,34.696,1029.216
02/03/17,21:43:46.41,1494.109,0000.000,0513.29,08.945,011.98,34.724,1029.233
02/03/17,21:43:47.66,1494.230,0000.000,0512.72,08.988,011.98,34.705,1029.208
02/03/17,21:43:49.32,1494.281,0000.000,0512.15,09.005,011.98,34.702,1029.200
02/03/17,21:43:50.76,1494.319,0000.000,0511.58,09.015,011.98,34.711,1029.203
02/03/17,21:43:51.50,1494.334,0000.000,0511.00,09.025,011.98,34.701,1029.191
02/03/17,21:43:52.39,1494.330,0000.000,0510.43,09.028,011.98,34.694,1029.183
02/03/17,21:43:53.68,1494.371,0000.000,0509.86,09.038,011.98,34.708,1029.189
02/03/17,21:43:55.64,1494.415,0000.000,0509.29,09.051,011.98,34.712,1029.188
02/03/17,21:43:56.45,1494.460,0000.000,0508.72,09.063,011.98,34.718,1029.188
02/03/17,21:43:57.50,1494.505,0000.000,0508.15,09.079,011.98,34.716,1029.181
02/03/17,21:43:58.78,1494.655,0000.000,0507.58,09.117,011.98,34.731,1029.184
02/03/17,21:44:00.51,1494.852,0000.000,0506.89,09.178,011.98,34.720,1029.161
02/03/17,21:44:02.00,1494.937,0000.000,0506.32,09.200,011.98,34.731,1029.163
02/03/17,21:44:03.28,1494.937,0000.000,0505.64,09.204,011.98,34.728,1029.157
02/03/17,21:44:04.05,1494.931,0000.000,0505.07,09.206,011.98,34.725,1029.152
02/03/17,21:44:05.50,1494.928,0000.000,0504.49,09.209,011.98,34.721,1029.146
02/03/17,21:44:07.29,1494.925,0000.000,0503.81,09.212,011.98,34.720,1029.141
02/03/17,21:44:08.83,1494.917,0000.000,0503.24,09.214,011.98,34.713,1029.133
02/03/17,21:44:09.35,1494.918,0000.000,0502.67,09.213,011.98,34.725,1029.140
02/03/17,21:44:10.59,1494.926,0000.000,0502.10,09.220,011.98,34.718,1029.131
02/03/17,21:44:11.75,1495.000,0000.000,0501.52,09.243,011.98,34.719,1029.125
02/03/17,21:44:13.92,1495.189,0000.000,0500.95,09.293,011.98,34.731,1029.123
02/03/17,21:44:14.69,1495.274,0000.000,0500.27,09.310,011.98,34.759,1029.139
02/03/17,21:44:15.51,1495.298,0000.000,0499.70,09.321,011.98,34.753,1029.130
02/03/17,21:44:16.49,1495.312,0000.000,0499.13,09.331,011.98,34.742,1029.117
02/03/17,21:44:18.28,1495.410,0000.000,0498.55,09.360,011.98,34.740,1029.108
02/03/17,21:44:19.22,1495.410,0000.000,0497.98,09.364,011.98,34.737,1029.102
02/03/17,21:44:20.04,1495.437,0000.000,0497.41,09.367,011.98,34.757,1029.114
02/03/17,21:44:21.09,1495.450,0000.000,0496.84,09.374,011.98,34.754,1029.109
02/03/17,21:44:22.12,1495.450,0000.000,0496.27,09.382,011.98,34.740,1029.094
02/03/17,21:44:23.52,1495.466,0000.000,0495.70,09.383,011.98,34.756,1029.104
02/03/17,21:44:24.64,1495.455,0000.000,0495.13,09.384,011.98,34.752,1029.098
02/03/17,21:44:25.12,1495.427,0000.000,0494.56,09.386,011.98,34.731,1029.079
02/03/17,21:44:26.25,1495.448,0000.000,0493.99,09.387,011.98,34.754,1029.093
02/03/17,21:44:27.50,1495.430,0000.000,0493.41,09.388,011.98,34.744,1029.083
02/03/17,21:44:29.01,1495.453,0000.000,0492.84,09.396,011.98,34.746,1029.080
02/03/17,21:44:30.08,1495.495,0000.000,0492.27,09.407,011.98,34.756,1029.084
02/03/17,21:44:30.87,1495.490,0000.000,0491.70,09.411,011.98,34.747,1029.073
02/03/17,21:44:32.15,1495.520,0000.000,0491.13,09.418,011.98,34.758,1029.078
02/03/17,21:44:33.51,1495.547,0000.000,0490.56,09.429,011.98,34.755,1029.072
02/03/17,21:44:34.71,1495.618,0000.000,0489.87,09.448,011.98,34.767,1029.074
02/03/17,21:44:35.65,1495.652,0000.000,0489.30,09.462,011.98,34.760,1029.064
02/03/17,21:44:36.51,1495.687,0000.000,0488.73,09.474,011.98,34.761,1029.060
02/03/17,21:44:37.87,1495.711,0000.000,0488.16,09.482,011.98,34.765,1029.059
02/03/17,21:44:38.73,1495.735,0000.000,0487.59,09.493,011.98,34.759,1029.050
02/03/17,21:44:40.01,1495.754,0000.000,0487.02,09.498,011.98,34.768,1029.053
02/03/17,21:44:40.62,1495.765,0000.000,0486.45,09.501,011.98,34.776,1029.057
02/03/17,21:44:41.61,1495.771,0000.000,0485.88,09.507,011.98,34.771,1029.049
02/03/17,21:44:42.80,1495.819,0000.000,0485.31,09.523,011.98,34.770,1029.043
02/03/17,21:44:46.29,1495.834,0000.000,0484.73,09.531,011.95,34.767,1029.037
02/03/17,21:44:47.57,1495.835,0000.000,0484.16,09.539,011.95,34.752,1029.022
02/03/17,21:44:48.55,1495.867,0000.000,0483.59,09.540,011.95,34.782,1029.042
02/03/17,21:44:52.38,1495.903,0000.000,0483.02,09.551,011.95,34.787,1029.041
02/03/17,21:44:53.49,1495.921,0000.000,0482.45,09.560,011.95,34.783,1029.034
02/03/17,21:44:55.45,1495.936,0000.000,0481.88,09.568,011.95,34.780,1029.028
02/03/17,21:44:57.89,1495.956,0000.000,0481.31,09.575,011.95,34.780,1029.024
02/03/17,21:44:59.21,1495.961,0000.000,0480.74,09.578,011.95,34.783,1029.023
02/03/17,21:44:59.89,1495.972,0000.000,0480.17,09.580,011.95,34.793,1029.028
02/03/17,21:45:00.90,1496.008,0000.000,0479.59,09.592,011.95,34.793,1029.024
02/03/17,21:45:01.92,1496.021,0000.000,0479.02,09.599,011.95,34.793,1029.020
02/03/17,21:45:03.58,1496.017,0000.000,0478.45,09.606,011.95,34.776,1029.003
02/03/17,21:45:05.07,1496.032,0000.000,0477.88,09.608,011.95,34.791,1029.011
02/03/17,21:45:05.88,1496.052,0000.000,0477.31,09.612,011.95,34.804,1029.018
02/03/17,21:45:06.87,1496.088,0000.000,0476.63,09.623,011.95,34.809,1029.017
02/03/17,21:45:07.82,1496.115,0000.000,0476.05,09.640,011.95,34.789,1028.996
02/03/17,21:45:10.00,1496.146,0000.000,0475.48,09.648,011.95,34.798,1028.999
02/03/17,21:45:12.21,1496.133,0000.000,0474.91,09.648,011.95,34.795,1028.994
02/03/17,21:45:13.57,1496.147,0000.000,0474.34,09.654,011.95,34.796,1028.992
02/03/17,21:45:14.42,1496.159,0000.000,0473.77,09.658,011.95,34.802,1028.993
02/03/17,21:45:16.08,1496.153,0000.000,0473.20,09.661,011.95,34.796,1028.985
02/03/17,21:45:17.41,1496.144,0000.000,0472.63,09.663,011.95,34.791,1028.978
02/03/17,21:45:18.94,1496.148,0000.000,0472.06,09.668,011.95,34.788,1028.972
02/03/17,21:45:19.92,1496.169,0000.000,0471.49,09.672,011.95,34.800,1028.979
02/03/17,21:45:20.91,1496.176,0000.000,0470.91,09.678,011.95,34.797,1028.972
02/03/17,21:45:22.14,1496.197,0000.000,0470.34,09.687,011.95,34.794,1028.966
02/03/17,21:45:24.23,1496.251,0000.000,0469.66,09.697,011.95,34.818,1028.980
02/03/17,21:45:26.07,1496.321,0000.000,0469.09,09.722,011.95,34.807,1028.964
02/03/17,21:45:26.88,1496.347,0000.000,0468.52,09.731,011.95,34.810,1028.962
02/03/17,21:45:27.85,1496.370,0000.000,0467.94,09.736,011.95,34.821,1028.967
02/03/17,21:45:28.58,1496.444,0000.000,0467.37,09.752,011.95,34.843,1028.979
02/03/17,21:45:29.90,1496.497,0000.000,0466.69,09.777,011.95,34.821,1028.955
02/03/17,21:45:31.82,1496.525,0000.000,0466.12,09.792,011.95,34.809,1028.940
02/03/17,21:45:32.44,1496.523,0000.000,0465.55,09.794,011.95,34.810,1028.938
02/03/17,21:45:33.08,1496.564,0000.000,0464.98,09.801,011.95,34.831,1028.950
02/03/17,21:45:33.77,1496.581,0000.000,0464.29,09.810,011.95,34.827,1028.943
02/03/17,21:45:34.71,1496.650,0000.000,0463.72,09.830,011.95,34.833,1028.941
02/03/17,21:45:35.91,1496.684,0000.000,0463.15,09.844,011.95,34.824,1028.929
02/03/17,21:45:37.72,1496.688,0000.000,0462.58,09.849,011.95,34.820,1028.923
02/03/17,21:45:38.58,1496.691,0000.000,0462.01,09.849,011.95,34.830,1028.927
02/03/17,21:45:39.42,1496.706,0000.000,0461.43,09.853,011.95,34.838,1028.931
02/03/17,21:45:39.76,1496.724,0000.000,0460.86,09.862,011.95,34.834,1028.924
02/03/17,21:45:41.39,1496.827,0000.000,0460.29,09.894,011.95,34.833,1028.915
02/03/17,21:45:43.69,1496.872,0000.000,0459.61,09.906,011.95,34.845,1028.919
02/03/17,21:45:44.98,1496.926,0000.000,0458.92,09.923,011.95,34.849,1028.915
02/03/17,21:45:45.66,1496.953,0000.000,0458.35,09.930,011.95,34.857,1028.918
02/03/17,21:45:46.99,1497.011,0000.000,0457.78,09.954,011.95,34.840,1028.898
02/03/17,21:45:49.16,1497.071,0000.000,0457.09,09.970,011.95,34.853,1028.902
02/03/17,21:45:50.34,1497.085,0000.000,0456.52,09.980,011.95,34.842,1028.889
02/03/17,21:45:51.32,1497.114,0000.000,0455.95,09.987,011.95,34.853,1028.894
02/03/17,21:45:52.09,1497.126,0000.000,0455.38,09.993,011.95,34.852,1028.889
02/03/17,21:45:53.46,1497.136,0000.000,0454.81,10.001,011.95,34.846,1028.880
02/03/17,21:45:54.41,1497.160,0000.000,0454.24,10.013,011.95,34.839,1028.870
02/03/17,21:45:55.32,1497.215,0000.000,0453.67,10.020,011.95,34.871,1028.891
02/03/17,21:45:56.90,1497.218,0000.000,0453.10,10.025,011.95,34.862,1028.881
02/03/17,21:45:59.26,1497.219,0000.000,0452.41,10.027,011.95,34.867,1028.881
02/03/17,21:46:00.29,1497.257,0000.000,0451.84,10.038,011.95,34.875,1028.883
02/03/17,21:46:01.27,1497.264,0000.000,0451.27,10.045,011.95,34.869,1028.874
02/03/17,21:46:02.76,1497.274,0000.000,0450.70,10.052,011.95,34.863,1028.866
02/03/17,21:46:04.63,1497.272,0000.000,0450.13,10.056,011.95,34.857,1028.859
